Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp,NaOH_stock,NaOH_mole,BattLeachate_volume
0.1163,0.106,0.3587,0.647,1.006,0.4218,NMC523,25,1,0.08969,1
0.107,0.03996,0.4307,0.326,2.349,0.3036,NMC811,25,1,0.02292,1
0.003607,0.05093,0.1524,0.4287,0.3761,0.3697,NMC111,25,1,0.3687,1
0.01874,0.09664,0.1183,0.8886,0.9767,0.8935,NMC111,25,1,0.05719,1
0.09368,0.02924,0.4416,0.6423,1.159,0.4617,NMC523,25,1,0.1385,1
0.1724,0.03275,0.03752,0.8723,0.749,0.7899,NMC111,25,1,0.03959,1
0.003611,0.03406,0.09138,0.09909,0.2947,0.09469,NMC622,25,1,0.3157,1
0.03496,0.05603,0.287,0.6903,1.183,0.4715,NMC523,25,1,0.759,1
0.1641,0.08478,0.2001,0.02449,0.06166,0.03783,NMC532,25,1,0.1141,1
0.1937,0.00627,0.1807,0.3259,0.8653,0.2701,NMC622,25,1,0.04836,1
0.2084,0.07327,0.242,0.1192,0.3785,0.1272,NMC622,25,1,0.3143,1
0.1664,0.05419,0.3531,0.3527,0.8554,0.5251,NMC532,25,1,0.8176,1
0.1249,0.09793,0.2859,0.5531,0.8979,0.3694,NMC523,25,1,0.205,1
0.02929,0.05731,0.4542,0.5145,0.8374,0.3449,NMC523,25,1,0.07364,1
0.07542,0.09276,0.2045,0.7519,0.7327,0.8419,NMC111,25,1,0.2322,1
0.04876,0.01708,0.01254,0.336,0.3328,0.3189,NMC111,25,1,0.4875,1
0.1945,0.02441,0.1148,0.1962,0.5794,0.1844,NMC622,25,1,0.09026,1
0.1437,0.07656,0.3344,0.2048,1.677,0.2173,NMC811,25,1,0.2778,1
0.1663,0.08669,0.3605,0.2621,0.4667,0.1738,NMC523,25,1,1.366,1
0.09253,0.03447,0.2571,0.1192,0.2232,0.08971,NMC523,25,1,0.7426,1
0.2237,0.04625,0.3931,0.2289,1.932,0.2344,NMC811,25,1,0.8816,1
0.1661,0.08226,0.2833,0.05517,0.4781,0.05779,NMC811,25,1,1.204,1
0.04739,0.008497,0.3994,0.1073,0.8829,0.1161,NMC811,25,1,0.5242,1
0.2236,0.01552,0.3286,0.7011,1.177,0.4591,NMC523,25,1,1.37,1
0.03721,0.1093,0.2924,0.37,0.69,0.2379,NMC523,25,1,0.02322,1
0.006343,0.03129,0.1911,0.06921,0.5929,0.07068,NMC811,25,1,0.06129,1
0.08598,0.01337,0.3103,0.2882,2.23,0.2698,NMC811,25,1,0.2405,1
0.1725,0.008178,0.06096,0.0355,0.308,0.03592,NMC811,25,1,1.393,1
0.03237,0.06419,0.3823,0.5795,0.5547,0.5716,NMC111,25,1,0.732,1
0.2144,0.07161,0.3844,0.9078,1.403,0.5779,NMC523,25,1,0.3251,1
0.04842,0.03194,0.4053,0.08646,0.1643,0.06107,NMC523,25,1,0.1746,1
0.1068,0.09792,0.4166,0.2397,2.146,0.2585,NMC811,25,1,0.05235,1
0.1168,0.08159,0.2987,0.7756,1.38,0.5831,NMC523,25,1,0.2604,1
0.1243,0.07741,0.08965,0.4236,1.012,0.5676,NMC532,25,1,0.1484,1
0.1194,0.05202,0.3492,0.4184,0.7187,0.2619,NMC523,25,1,0.02231,1
0.007913,0.07551,0.3834,0.1775,1.402,0.1816,NMC811,25,1,0.02436,1
0.1963,0.1025,0.3708,0.03262,0.2359,0.03045,NMC811,25,1,0.08513,1
0.03707,0.03358,0.1835,0.6341,1.768,0.5985,NMC622,25,1,0.7036,1
0.01253,0.09175,0.1709,0.39,0.6023,0.2602,NMC523,25,1,0.1051,1
0.1605,0.01155,0.1267,0.6104,1.758,0.6053,NMC622,25,1,0.5253,1
0.07123,0.05273,0.08988,0.5216,1.674,0.4959,NMC622,25,1,0.5232,1
0.03916,0.08828,0.3192,0.2616,0.6523,0.3607,NMC532,25,1,0.5463,1
0.1764,0.09799,0.3871,0.8971,1.384,0.6657,NMC523,25,1,0.1399,1
0.02517,0.05229,0.02688,0.1754,0.5677,0.1993,NMC622,25,1,0.8849,1
0.08284,0.05325,0.1739,0.2634,0.2564,0.2749,NMC111,25,1,0.6345,1
0.0153,0.03537,0.3582,0.2437,2.015,0.2487,NMC811,25,1,0.1182,1
0.224,0.0505,0.1112,0.1835,1.528,0.1904,NMC811,25,1,0.245,1
0.03536,0.0264,0.2984,0.3493,0.5975,0.2249,NMC523,25,1,0.2277,1
0.1711,0.09488,0.3482,0.201,0.333,0.1325,NMC523,25,1,0.03155,1
0.09452,0.106,0.3775,0.2347,0.3997,0.1877,NMC523,25,1,0.7552,1
0.1896,0.02709,0.2813,0.2803,0.2967,0.2838,NMC111,25,1,0.1574,1
0.175,0.06407,0.105,0.4504,1.259,0.7565,NMC532,25,1,0.758,1
0.1555,0.06725,0.3898,0.44,1.253,0.7996,NMC532,25,1,0.1568,1
0.2028,0.02394,0.4227,0.01667,0.03014,0.01079,NMC523,25,1,0.06774,1
0.2028,0.1026,0.07535,0.3366,0.7328,0.4637,NMC532,25,1,1.306,1
0.1993,0.01243,0.4293,0.395,1.09,0.4184,NMC622,25,1,1.463,1
0.1012,0.05363,0.1903,0.7365,0.7215,0.7025,NMC111,25,1,0.6204,1
0.1561,0.04565,0.4174,0.02055,0.02282,0.02374,NMC111,25,1,0.4036,1
0.01955,0.06413,0.187,0.2095,1.566,0.2101,NMC811,25,1,0.551,1
0.2135,0.076,0.12,0.5478,1.575,0.5187,NMC622,25,1,0.1996,1
0.01594,0.06565,0.2551,0.1376,0.145,0.1487,NMC111,25,1,0.06125,1
0.2211,0.09167,0.4291,0.4051,1.055,0.5791,NMC532,25,1,0.7964,1
0.09375,0.09554,0.1994,0.09289,0.8249,0.09477,NMC811,25,1,0.8579,1
0.2223,0.00787,0.402,0.6788,1.037,0.4213,NMC523,25,1,0.1043,1
0.1709,0.109,0.05921,0.4658,1.485,0.5302,NMC622,25,1,0.4138,1
0.2103,0.004286,0.09066,0.5171,0.9461,0.3205,NMC523,25,1,0.3906,1
0.165,0.02559,0.1515,0.4057,1.12,0.7069,NMC532,25,1,0.1286,1
0.08713,0.03911,0.3359,0.4091,1.009,0.6322,NMC532,25,1,0.06196,1
0.02324,0.08009,0.1692,0.8753,1.374,0.6318,NMC523,25,1,0.05614,1
0.05248,0.09552,0.4428,0.1048,0.3301,0.1023,NMC622,25,1,0.03805,1
0.02337,0.08405,0.4377,0.3469,0.5627,0.1918,NMC523,25,1,0.2341,1
0.1283,0.08804,0.2052,0.03006,0.2632,0.03117,NMC811,25,1,0.04359,1
0.04963,0.09611,0.06896,0.1316,0.1261,0.1272,NMC111,25,1,0.211,1
0.04321,0.006686,0.03217,0.2155,1.624,0.1857,NMC811,25,1,0.1698,1
0.02713,0.003583,0.1863,0.6056,1.541,0.896,NMC532,25,1,1.337,1
0.2082,0.09974,0.4014,0.16,0.4376,0.2745,NMC532,25,1,0.1728,1
0.1647,0.03014,0.1168,0.01691,0.02741,0.01169,NMC523,25,1,0.03433,1
0.03017,0.1051,0.2486,0.09827,0.8724,0.1104,NMC811,25,1,0.09529,1
0.1233,0.03825,0.2032,0.0227,0.0224,0.02009,NMC111,25,1,0.8388,1
0.01599,0.09547,0.1661,0.09207,0.1491,0.05829,NMC523,25,1,0.251,1
0.1745,0.05244,0.4457,0.9549,0.9289,0.9879,NMC111,25,1,0.03369,1
0.1139,0.06823,0.09027,0.3275,0.8334,0.459,NMC532,25,1,0.4585,1
0.13,0.08517,0.232,0.09519,0.7188,0.09223,NMC811,25,1,1.332,1
0.03484,0.01399,0.1696,0.06834,0.1192,0.04378,NMC523,25,1,0.0579,1
0.08425,0.1077,0.3577,0.2386,0.6093,0.3922,NMC532,25,1,0.09289,1
0.1931,0.06021,0.3532,0.5532,1.665,0.5651,NMC622,25,1,0.09069,1
0.06494,0.01194,0.1601,0.1588,0.1613,0.1722,NMC111,25,1,0.2076,1
0.2055,0.02798,0.3487,0.6378,0.6349,0.6356,NMC111,25,1,1.412,1
0.1854,0.1039,0.1113,0.07863,0.6818,0.08623,NMC811,25,1,0.1313,1
0.09695,0.08552,0.3084,0.03673,0.09907,0.05589,NMC532,25,1,0.1091,1
0.04594,0.01482,0.3348,0.9093,0.8979,0.8525,NMC111,25,1,0.02272,1
0.1447,0.09749,0.04797,0.8646,0.9124,0.8127,NMC111,25,1,0.02838,1
0.1195,0.0769,0.1957,0.2962,2.283,0.2899,NMC811,25,1,1.306,1
0.009477,0.01879,0.3524,0.3353,0.6076,0.2187,NMC523,25,1,0.1142,1
0.01615,0.08153,0.4408,0.1151,0.1246,0.124,NMC111,25,1,0.6551,1
0.2164,0.101,0.2595,0.6604,1.248,0.4761,NMC523,25,1,0.07745,1
0.1157,0.03813,0.3749,0.07232,0.5783,0.07373,NMC811,25,1,0.9426,1
0.01421,0.08861,0.1592,0.04618,0.3919,0.04665,NMC811,25,1,0.06546,1
0.1392,0.09482,0.3768,0.148,1.278,0.1588,NMC811,25,1,1.449,1
0.1584,0.007062,0.4117,0.01949,0.174,0.02361,NMC811,25,1,0.3392,1
0.01915,0.0863,0.1267,0.06228,0.5737,0.06478,NMC811,25,1,0.04763,1
0.08137,0.09927,0.05025,0.07367,0.1438,0.05873,NMC523,25,1,0.4617,1
0.1151,0.0653,0.2663,0.3078,0.7723,0.3964,NMC532,25,1,0.1033,1
0.2026,0.05587,0.3635,0.1675,0.5106,0.1637,NMC622,25,1,0.3457,1
0.05351,0.03498,0.317,0.6466,0.7784,0.6776,NMC111,25,1,0.6285,1
0.2067,0.09034,0.2777,0.09403,0.09446,0.1039,NMC111,25,1,0.03018,1
0.1295,0.07976,0.1747,0.1393,1.174,0.134,NMC811,25,1,0.06168,1
0.1563,0.08372,0.02523,0.03531,0.09415,0.04916,NMC532,25,1,0.02166,1
0.07064,0.08728,0.2034,0.03202,0.1051,0.03459,NMC622,25,1,0.8195,1
0.02829,0.1092,0.3196,0.2259,0.5006,0.3039,NMC532,25,1,0.09945,1
0.1686,0.06305,0.366,0.4316,1.184,0.4222,NMC622,25,1,0.214,1
0.08859,0.0518,0.01349,0.3411,0.8466,0.526,NMC532,25,1,0.1199,1
0.1229,0.08852,0.3027,0.04328,0.3261,0.04064,NMC811,25,1,1.362,1
0.03968,0.03805,0.3894,0.6432,1.1,0.4587,NMC523,25,1,0.03273,1
0.1726,0.1062,0.3216,0.2159,0.462,0.3155,NMC532,25,1,0.03068,1
0.02,0.05058,0.06416,0.1439,0.2456,0.0954,NMC523,25,1,0.04864,1
0.1091,0.08922,0.09091,0.8506,1.582,0.5457,NMC523,25,1,0.9796,1
0.1393,0.006679,0.3986,0.6011,1.48,0.9171,NMC532,25,1,0.02066,1
0.04231,0.1054,0.1948,0.4555,0.8098,0.3098,NMC523,25,1,0.5427,1
0.0388,0.04743,0.08452,0.09671,0.2241,0.1408,NMC532,25,1,0.5404,1
0.1663,0.03996,0.2051,0.6062,0.9651,0.3752,NMC523,25,1,0.2607,1
0.1021,0.03593,0.1704,0.2727,1.947,0.2843,NMC811,25,1,0.05241,1
0.05632,0.04833,0.1965,0.2051,1.676,0.2116,NMC811,25,1,0.1419,1
0.2229,0.09238,0.3848,0.1178,0.2905,0.1655,NMC532,25,1,0.05199,1
0.01017,0.05348,0.1824,0.4032,0.9211,0.5354,NMC532,25,1,1.106,1
0.03658,0.006017,0.3695,0.4792,1.352,0.4933,NMC622,25,1,0.598,1
0.02207,0.08855,0.2033,0.2222,1.995,0.2476,NMC811,25,1,0.4088,1
0.1357,0.04843,0.01925,0.4328,0.731,0.2837,NMC523,25,1,0.02037,1
0.1768,0.09974,0.0916,0.1485,0.2669,0.1055,NMC523,25,1,0.1016,1
0.1354,0.01799,0.0108,0.3176,0.8925,0.297,NMC622,25,1,0.08825,1
0.2217,0.0921,0.4272,0.6418,1.203,0.4204,NMC523,25,1,0.2286,1
0.1128,0.01367,0.09863,0.1383,0.3956,0.1325,NMC622,25,1,0.2894,1
0.2081,0.06878,0.1384,0.7607,0.8938,0.765,NMC111,25,1,0.8607,1
0.1427,0.0818,0.09755,0.3562,0.5956,0.261,NMC523,25,1,1.244,1
0.1123,0.007256,0.4562,0.7881,0.9008,0.8243,NMC111,25,1,0.03727,1
0.14,0.05233,0.04742,0.4573,0.8102,0.3074,NMC523,25,1,0.5536,1
0.07971,0.04456,0.3068,0.2617,0.2509,0.2224,NMC111,25,1,0.02481,1
0.1861,0.03819,0.04309,0.1119,0.2712,0.1559,NMC532,25,1,1.074,1
0.1496,0.06511,0.05829,0.473,1.047,0.7163,NMC532,25,1,0.1657,1
0.06322,0.05961,0.08344,0.007434,0.06063,0.007916,NMC811,25,1,0.8139,1
0.2275,0.009163,0.1724,0.75,0.6933,0.7157,NMC111,25,1,0.3377,1
0.06881,0.0885,0.2775,1.015,0.9642,1.096,NMC111,25,1,0.8562,1
0.09588,0.0213,0.1258,0.5124,1.216,0.7558,NMC532,25,1,0.06278,1
0.1984,0.07042,0.3727,0.9562,0.9122,0.9515,NMC111,25,1,0.07161,1
0.14,0.01509,0.148,0.0474,0.1585,0.04853,NMC622,25,1,0.7557,1
0.1191,0.1058,0.3714,0.453,0.7476,0.3307,NMC523,25,1,0.04951,1
0.05972,0.0572,0.2659,0.3196,0.7985,0.4706,NMC532,25,1,0.1795,1
0.08244,0.08344,0.2388,0.08057,0.6912,0.08369,NMC811,25,1,1.066,1
0.07927,0.09048,0.3028,0.9199,1.523,0.5862,NMC523,25,1,0.05024,1
0.1989,0.05459,0.08361,0.788,0.723,0.7287,NMC111,25,1,1.05,1
0.02492,0.002682,0.0243,0.1653,1.264,0.1559,NMC811,25,1,0.4931,1
0.0388,0.07402,0.1315,0.1283,1.027,0.1352,NMC811,25,1,0.4197,1
0.04125,0.09068,0.01558,0.2158,0.2332,0.2208,NMC111,25,1,0.9339,1
0.1307,0.02929,0.2276,0.009915,0.03042,0.01037,NMC622,25,1,0.0846,1
0.1904,0.04724,0.05699,0.1065,0.3407,0.1161,NMC622,25,1,0.04803,1
0.1305,0.02964,0.4457,0.2854,0.9776,0.3091,NMC622,25,1,1.354,1
0.1373,0.07503,0.2624,0.6438,0.9742,0.3871,NMC523,25,1,0.3354,1
0.02154,0.03444,0.2516,0.2929,2.349,0.2797,NMC811,25,1,0.07264,1
0.1613,0.07616,0.1184,0.3837,0.4306,0.3605,NMC111,25,1,0.02032,1
0.05799,0.05601,0.1973,0.6459,1.224,0.4747,NMC523,25,1,0.02819,1
0.2085,0.09389,0.1021,0.4275,0.7399,0.301,NMC523,25,1,0.03694,1
0.2109,0.1052,0.1676,0.8093,0.7558,0.8255,NMC111,25,1,0.3178,1
0.06867,0.07744,0.3559,1.038,1.022,0.9895,NMC111,25,1,0.4912,1
0.06653,0.02332,0.2433,0.6214,1.476,0.8833,NMC532,25,1,0.04921,1
0.1443,0.01822,0.1341,0.3441,1.168,0.3956,NMC622,25,1,0.03206,1
0.2004,0.09324,0.3655,0.4995,1.537,0.4942,NMC622,25,1,0.2795,1
0.1029,0.03032,0.04515,0.1947,0.6449,0.1974,NMC622,25,1,0.08306,1
0.01036,0.103,0.04697,0.06016,0.4726,0.06022,NMC811,25,1,0.03525,1
0.1145,0.08353,0.1328,0.5302,1.267,0.7668,NMC532,25,1,0.06749,1
0.0384,0.0618,0.385,0.2711,0.4493,0.1733,NMC523,25,1,0.05034,1
0.2081,0.07469,0.1645,0.2007,0.4798,0.2746,NMC532,25,1,0.09685,1
0.04773,0.03328,0.3148,0.2488,0.7995,0.2789,NMC622,25,1,0.516,1
0.1766,0.02206,0.1976,0.09481,0.3004,0.0984,NMC622,25,1,0.06567,1
0.06482,0.05847,0.3869,0.2642,2.226,0.2766,NMC811,25,1,0.6259,1
0.1375,0.03491,0.3788,0.2139,0.6467,0.1985,NMC622,25,1,0.08029,1
0.2135,0.02129,0.3432,0.1962,0.1865,0.2115,NMC111,25,1,1.442,1
0.2223,0.1098,0.08441,0.2928,0.3147,0.2788,NMC111,25,1,0.04737,1
0.1515,0.02427,0.374,0.475,1.223,0.8196,NMC532,25,1,0.2751,1
0.1047,0.01791,0.1444,0.1158,0.9852,0.1248,NMC811,25,1,0.3141,1
0.1568,0.05074,0.02206,0.7431,0.7628,0.7378,NMC111,25,1,0.8925,1
0.06198,0.07372,0.2387,0.2199,1.694,0.2179,NMC811,25,1,0.0605,1
0.1561,0.00336,0.0439,0.1537,1.308,0.1593,NMC811,25,1,0.4799,1
0.107,0.08634,0.2636,0.1348,0.2194,0.08356,NMC523,25,1,0.9595,1
0.1153,0.02076,0.3632,0.04009,0.06645,0.02585,NMC523,25,1,0.3032,1
0.1357,0.0745,0.3636,0.5682,1.316,0.7994,NMC532,25,1,1.096,1
0.1791,0.05607,0.2659,0.2421,1.994,0.2604,NMC811,25,1,0.03079,1
0.1415,0.01509,0.2511,0.3694,0.9188,0.5024,NMC532,25,1,0.06527,1
0.1784,0.1039,0.07987,0.3652,0.9007,0.5562,NMC532,25,1,0.6537,1
0.04002,0.009713,0.219,0.1026,0.2964,0.1004,NMC622,25,1,0.1604,1
0.0581,0.0721,0.3249,0.04813,0.1263,0.07325,NMC532,25,1,0.2452,1
0.04441,0.01546,0.2939,0.5971,0.5632,0.6458,NMC111,25,1,0.02137,1
0.09241,0.05306,0.3744,0.2669,2.074,0.2581,NMC811,25,1,0.05736,1
0.1392,0.02224,0.1123,0.8659,0.814,0.7559,NMC111,25,1,0.02046,1
0.06725,0.05864,0.3327,0.1776,1.496,0.1791,NMC811,25,1,0.02457,1
0.07671,0.069,0.1074,0.3011,0.714,0.4627,NMC532,25,1,1.359,1
0.1019,0.005849,0.4539,0.02513,0.02359,0.0235,NMC111,25,1,0.06712,1
0.1143,0.02494,0.1589,0.05865,0.1077,0.0421,NMC523,25,1,0.0831,1
0.08784,0.01271,0.3918,0.491,1.473,0.5078,NMC622,25,1,0.0987,1
0.1594,0.005753,0.2883,0.05366,0.1732,0.05231,NMC622,25,1,0.4161,1
0.0788,0.05863,0.1631,0.04076,0.04374,0.04734,NMC111,25,1,0.206,1
0.1739,0.07245,0.1169,0.5216,1.535,0.4667,NMC622,25,1,0.08548,1
0.1189,0.1102,0.303,0.7018,0.6563,0.7081,NMC111,25,1,0.08341,1
0.05488,0.04961,0.2865,0.06151,0.06216,0.06412,NMC111,25,1,0.7815,1
0.17,0.04578,0.1039,0.3562,0.5806,0.2161,NMC523,25,1,0.2932,1
0.1591,0.07312,0.2448,0.4995,1.319,0.8414,NMC532,25,1,0.2496,1
0.1232,0.09987,0.2243,0.4073,0.9873,0.5717,NMC532,25,1,0.2916,1
0.205,0.04375,0.1938,0.2396,0.2335,0.2245,NMC111,25,1,0.02862,1
0.07269,0.09791,0.43,0.153,1.185,0.155,NMC811,25,1,0.3026,1
0.1403,0.1067,0.2254,0.2708,2.347,0.2714,NMC811,25,1,0.6934,1
0.08435,0.06715,0.08558,0.5031,1.641,0.537,NMC622,25,1,0.7853,1
0.04205,0.0233,0.3563,0.5127,0.866,0.3845,NMC523,25,1,0.05332,1
0.1391,0.1026,0.3251,0.3042,2.427,0.3004,NMC811,25,1,0.3604,1
0.209,0.1104,0.3896,0.6757,0.6708,0.6715,NMC111,25,1,0.07127,1
0.0479,0.08385,0.254,0.5089,0.8284,0.3277,NMC523,25,1,0.02381,1
0.09488,0.09646,0.4109,0.08174,0.6677,0.07907,NMC811,25,1,0.373,1
0.04375,0.0431,0.3581,0.2452,0.7356,0.2694,NMC622,25,1,0.1831,1
0.06136,0.04781,0.1075,0.295,0.7665,0.2747,NMC622,25,1,0.4061,1
0.02092,0.09712,0.3208,0.1626,0.5058,0.1627,NMC622,25,1,0.358,1
0.1348,0.1019,0.1444,0.04689,0.1401,0.0458,NMC622,25,1,0.06719,1
0.2006,0.008778,0.1016,0.1026,0.7609,0.1025,NMC811,25,1,0.1709,1
0.03913,0.01326,0.1851,0.05671,0.4682,0.06054,NMC811,25,1,1.068,1
0.2069,0.01542,0.04263,0.4596,0.7763,0.3167,NMC523,25,1,0.709,1
0.1063,0.03304,0.3427,0.3891,1.154,0.3781,NMC622,25,1,0.8216,1
0.03782,0.09715,0.3804,0.4819,1.186,0.6607,NMC532,25,1,0.05236,1
0.03793,0.08696,0.0102,0.1726,0.3011,0.1224,NMC523,25,1,0.5019,1
0.08935,0.1108,0.3898,0.3489,0.6208,0.2647,NMC523,25,1,0.09956,1
0.1365,0.03037,0.1695,0.2694,2.283,0.2848,NMC811,25,1,0.5579,1
0.07197,0.08697,0.1741,0.2276,0.3828,0.1384,NMC523,25,1,0.2068,1
0.2011,0.07357,0.07171,0.5739,0.8795,0.397,NMC523,25,1,0.05881,1
0.0659,0.002569,0.3753,0.3946,0.7179,0.278,NMC523,25,1,0.7008,1
0.1105,0.05062,0.1938,0.8902,0.8676,0.9136,NMC111,25,1,0.8619,1
0.009857,0.09217,0.131,0.5936,1.727,0.6014,NMC622,25,1,0.9999,1
0.2259,0.07439,0.3783,0.23,0.2292,0.2334,NMC111,25,1,0.3984,1
0.2237,0.06485,0.3329,0.1895,0.207,0.1891,NMC111,25,1,0.2196,1
0.1479,0.02997,0.03029,0.09981,0.6992,0.09624,NMC811,25,1,0.9647,1
0.06805,0.01257,0.4562,0.8026,1.45,0.5196,NMC523,25,1,0.02329,1
0.06051,0.0592,0.2682,0.3041,0.7988,0.4773,NMC532,25,1,1.369,1
0.1282,0.06844,0.2936,0.3456,0.5112,0.2108,NMC523,25,1,0.02027,1
0.09389,0.09244,0.4395,0.3639,0.9276,0.5847,NMC532,25,1,0.04075,1
0.1406,0.02798,0.2755,0.9742,0.9888,0.9616,NMC111,25,1,0.02011,1
0.01786,0.02871,0.4306,0.2608,0.4728,0.1738,NMC523,25,1,0.05739,1
0.1382,0.05806,0.121,0.4994,1.545,0.5381,NMC622,25,1,0.07681,1
0.06812,0.09255,0.0553,0.3109,0.7585,0.4548,NMC532,25,1,0.07,1
0.03069,0.03832,0.09573,0.9207,0.8915,0.9157,NMC111,25,1,0.306,1
0.1514,0.089,0.2637,0.4348,1.269,0.7431,NMC532,25,1,0.09488,1
0.1936,0.08501,0.1065,0.2667,2.011,0.2361,NMC811,25,1,0.04242,1
0.05877,0.01628,0.4351,0.6885,0.6687,0.6238,NMC111,25,1,0.09918,1
0.112,0.01003,0.1504,0.6303,0.6775,0.6467,NMC111,25,1,0.9617,1
0.1618,0.03254,0.1654,0.3839,1.14,0.3581,NMC622,25,1,0.2669,1
0.05374,0.02229,0.3629,0.6095,1.581,0.8991,NMC532,25,1,0.5259,1
0.1217,0.06805,0.1869,0.03785,0.09533,0.05588,NMC532,25,1,0.1669,1
0.2035,0.0133,0.2524,0.04021,0.3398,0.04666,NMC811,25,1,0.06909,1
0.2181,0.01507,0.3283,0.1727,0.3162,0.1222,NMC523,25,1,0.126,1
0.1279,0.03712,0.2192,0.6045,1.493,0.8809,NMC532,25,1,0.1505,1
0.03054,0.0864,0.3991,0.2387,0.3865,0.1445,NMC523,25,1,0.1183,1
0.1722,0.06703,0.1894,0.5597,0.6026,0.5098,NMC111,25,1,0.08517,1
0.19,0.04496,0.4285,0.5602,1.672,0.5632,NMC622,25,1,0.0728,1
0.1715,0.09166,0.1654,0.1279,0.4296,0.1399,NMC622,25,1,0.3882,1
0.1883,0.01513,0.07193,0.6223,1.426,0.8446,NMC532,25,1,0.03355,1
0.189,0.05073,0.4369,0.531,1.449,0.7695,NMC532,25,1,0.4884,1
0.2098,0.02883,0.2265,0.3872,1.13,0.3372,NMC622,25,1,0.05065,1
0.1302,0.08888,0.1398,0.1889,1.433,0.1728,NMC811,25,1,0.2342,1
0.01442,0.02652,0.2768,0.4506,1.103,0.6934,NMC532,25,1,0.2219,1
0.0485,0.0772,0.03435,0.2377,1.869,0.2295,NMC811,25,1,0.1668,1
0.2078,0.04912,0.3898,0.04972,0.3769,0.04519,NMC811,25,1,0.04107,1
0.05779,0.09297,0.1983,0.06568,0.5401,0.06861,NMC811,25,1,0.1704,1
0.05158,0.08535,0.2825,0.3766,1.103,0.3507,NMC622,25,1,0.5973,1
0.06277,0.005667,0.4225,0.2764,0.2699,0.276,NMC111,25,1,0.2519,1
0.02489,0.01069,0.4498,0.2698,2.15,0.2583,NMC811,25,1,0.3182,1
0.0977,0.02,0.1054,0.02489,0.07131,0.04155,NMC532,25,1,0.3516,1
0.1537,0.0748,0.1817,0.7677,0.8011,0.7446,NMC111,25,1,0.3075,1
0.07761,0.08117,0.3469,0.8872,0.8842,0.9243,NMC111,25,1,0.1926,1
0.0645,0.004354,0.3911,0.8086,1.404,0.5225,NMC523,25,1,0.351,1
0.2265,0.008144,0.2717,0.5404,1.538,0.5505,NMC622,25,1,1.073,1
0.1056,0.05743,0.01215,1.004,0.9834,0.9028,NMC111,25,1,0.1384,1
0.0981,0.04058,0.3731,0.03343,0.09787,0.03501,NMC622,25,1,0.3215,1
0.1006,0.0824,0.1697,0.5518,0.5486,0.4904,NMC111,25,1,0.4338,1
0.198,0.09579,0.2849,0.06628,0.06218,0.06519,NMC111,25,1,0.02925,1
0.07866,0.07536,0.07673,0.8159,1.311,0.4888,NMC523,25,1,1.427,1
0.01299,0.03643,0.1203,0.5621,1.764,0.576,NMC622,25,1,0.2712,1
0.1983,0.006116,0.1381,0.4116,1.025,0.5775,NMC532,25,1,0.03551,1
0.03147,0.04176,0.07983,0.1919,0.1844,0.1767,NMC111,25,1,0.975,1
0.05585,0.1092,0.4507,0.1451,0.2431,0.08686,NMC523,25,1,0.06926,1
0.1546,0.1062,0.2989,0.09151,0.2372,0.1511,NMC532,25,1,0.6966,1
0.1052,0.02902,0.3232,0.2922,2.233,0.3069,NMC811,25,1,0.02532,1
0.08231,0.01196,0.2954,0.2677,0.7013,0.4105,NMC532,25,1,0.9406,1
0.1349,0.03055,0.198,0.5197,0.563,0.5898,NMC111,25,1,0.02871,1
0.07935,0.1086,0.2701,0.1857,0.3343,0.145,NMC523,25,1,1.029,1
0.09784,0.06124,0.391,0.5061,1.672,0.5408,NMC622,25,1,0.02391,1
0.06107,0.07529,0.4539,0.3499,0.584,0.2228,NMC523,25,1,1.404,1
0.005482,0.0922,0.1242,0.3349,0.3165,0.3179,NMC111,25,1,0.1097,1
0.1611,0.07434,0.02136,0.5385,1.599,0.5332,NMC622,25,1,0.1849,1
0.2084,0.0692,0.341,0.02075,0.1663,0.02086,NMC811,25,1,1.159,1
0.0464,0.004376,0.1541,0.3793,1.079,0.379,NMC622,25,1,0.09423,1
0.03149,0.002964,0.1905,0.2568,0.4053,0.1609,NMC523,25,1,0.4507,1
0.1523,0.02757,0.3218,0.439,0.8697,0.3194,NMC523,25,1,0.9305,1
0.02557,0.04743,0.4043,0.2289,2.028,0.2455,NMC811,25,1,0.0636,1
0.02343,0.02533,0.4075,0.373,0.6131,0.2402,NMC523,25,1,1.228,1
0.1845,0.0313,0.3594,0.4475,1.179,0.687,NMC532,25,1,0.5283,1
0.05694,0.009711,0.01962,0.2106,1.738,0.2187,NMC811,25,1,0.05061,1
0.04981,0.06588,0.1515,0.6561,1.031,0.4131,NMC523,25,1,0.02482,1
0.223,0.005809,0.3389,0.2099,0.2008,0.2133,NMC111,25,1,0.4704,1
0.008042,0.05216,0.2373,0.7175,0.7354,0.835,NMC111,25,1,0.4518,1
0.1177,0.08436,0.06446,0.2164,0.2321,0.2132,NMC111,25,1,0.1363,1
0.03047,0.07609,0.02819,0.3202,2.231,0.3002,NMC811,25,1,0.2938,1
0.1164,0.02194,0.0844,0.1356,1.015,0.1404,NMC811,25,1,0.07626,1
0.07249,0.08558,0.138,0.2379,0.7114,0.2454,NMC622,25,1,0.02514,1
